aback,taken by surprise or caught off guard,,,,,,,,,,,
index,an alphabetical list of names, subjects, etc., with references to the places where they occur,,,,,,,,
indie,a small independent company,,,,,,,,,,,
inner,situated inside or further in; internal,,,,,,,,,,,
input,what is put in, taken in, or operated on by any process or system,,,,,,,,,
intro,an introduction,,,,,,,,,,,
issue,an important topic or problem for debate or discussion,,,,,,,,,,,
items,an individual article or unit, especially one that is part of a list, collection, or set,,,,,,,,
jeans,casual trousers made of denim, usually blue or black,,,,,,,,,,
jelly,a sweet, clear, semisolid, somewhat elastic spread or preserve made from fruit juice and sugar boiled to a thick consistency,,,,,,,,
jewel,a precious stone, typically a single crystal or piece of a hard lustrous or translucent mineral,,,,,,,,,,
joins,link or connect together,,,,,,,,,,,
joint,a point at which parts of an artificial structure are joined,,,,,,,,,,,
jokes,a thing that someone says to cause amusement or laughter, especially a story with a funny punchline,,,,,,,,,,
judge,a public official appointed to decide cases in a court of law,,,,,,,,,,,
juice,the liquid obtained from or present in fruit or vegetables,,,,,,,,,,,
juicy,full of juice; succulent,,,,,,,,,,,
jumps,push oneself off a surface and into the air by using the muscles in one's legs and feet,,,,,,,,,,,
keeps,have or retain possession of,,,,,,,,,,,
kicks,strike or propel forcibly with the foot,,,,,,,,,,,
kills,cause the death of (a person, animal, or other living thing),,,,,,,,,
kinda,kind of,,,,,,,,,,,
kinds,sorts; types,,,,,,,,,,,
kings,the male ruler of an independent state, especially one who inherits the position by right of birth,,,,,,,,,,
knees,the joint between the thigh and the lower leg in humans,,,,,,,,,,,
knife,an instrument composed of a blade fixed into a handle, used for cutting or as a weapon,,,,,,,,,,
knock,strike a surface noisily to attract attention, especially when waiting to be let in through a door,,,,,,,,,,
knots,a fastening made by looping a piece of string, rope, or something similar on itself and tightening it,,,,,,,,,
known,recognized; familiar,,,,,,,,,,,
knows,be aware of through observation, inquiry, or information,,,,,,,,,
label,a small piece of paper, fabric, plastic, or similar material attached to an object and giving information about it,,,,,,,,
labor,work, especially hard physical work,,,,,,,,,,
lacks,be without or deficient in,,,,,,,,,,,
lakes,a large body of water surrounded by land,,,,,,,,,,,
lamps,a device for giving light, either one consisting of an electric bulb together with its holder and shade or cover, or one burning gas or oil and consisting of a wick or mantle and a glass shade,,,,,,,,,
lands,the solid part of the surface of the earth,,,,,,,,,,,
lanes,a narrow road, especially in a rural area,,,,,,,,,,
large,of considerable or relatively great size, extent, or capacity,,,,,,,,,
laser,a device that generates an intense beam of coherent monochromatic light (or other electromagnetic radiation) by stimulated emission of photons from excited atoms or molecules,,,,,,,,,,,
lasts,endure or continue in existence or a certain state,,,,,,,,,,,
later,at a subsequent or unspecified time,,,,,,,,,,,
laugh,make the spontaneous sounds and movements of the face and body that are the instinctive expressions of lively amusement and sometimes also of contempt or derision,,,,,,,,,,,
layer,a sheet, quantity, or thickness of material, typically one of several, covering a surface or body,,,,,,,
leads,cause (a person or animal) to go with one by holding them by the hand, a halter, a rope, etc., while moving forward,,,,,,,
leaks,(of a container or covering) accidentally lose or admit contents, especially liquid or gas, through a hole or crack,,,,,,,,,
learn,gain or acquire knowledge of or skill in (something) by study, experience, or being taught,,,,,,,,,
lease,a contract by which one party conveys land, property, services, etc., to another for a specified time, usually in return for a periodic payment,,,,,,
least,smallest in amount, extent, or significance,,,,,,,,,
leave,go away from,,,,,,,,,,,
legal,of, based on, or concerned with the law,,,,,,,,,
lemon,a yellow, oval citrus fruit with thick skin and fragrant, acidic juice,,,,,,,,,
level,having a flat or even surface without slopes or bumps,,,,,,,,,,,
lever,a rigid bar that pivots about one point and that is used to move an object at a second point by a force applied at a third,,,,,,,,,,,
light,the natural agent that stimulates sight and makes things visible,,,,,,,,,,,
liked,found agreeable or enjoyable,,,,,,,,,,,
likes,find agreeable or enjoyable,,,,,,,,,,,
limbs,an arm or leg of a person or four-legged animal, or a bird's wing,,,,,,,,,,
limit,a point or level beyond which something does not or may not extend or pass,,,,,,,,,,,
lined,mark or cover with lines,,,,,,,,,,,
linen,cloth woven from flax,,,,,,,,,,,
liner,a lining inside something, especially a garment or container,,,,,,,,,,
lines,a long, narrow mark or band,,,,,,,,,,
links,a relationship between two things or situations, especially where one thing affects the other,,,,,,,,,,
lions,a large tawny-colored cat that lives in prides, found in Africa and northwestern India. The male has a flowing shaggy mane and takes little part in hunting, which is done cooperatively by the females,,,,,,,,,
lists,a number of connected items or names written or printed consecutively, typically one below the other,,,,,,,,,,
lived,have life; be alive,,,,,,,,,,,
liver,a large lobed glandular organ in the abdomen of vertebrates, involved in many metabolic processes,,,,,,,,,,
lives,remain alive,,,,,,,,,,,
loads,a heavy or bulky thing that is being carried or is about to be carried,,,,,,,,,,,
loans,a thing that is borrowed, especially a sum of money that is expected to be paid back with interest,,,,,,,,,,
lobby,a room providing a space out of which one or more other rooms or corridors lead, typically one near the entrance of a public building,,,,,,,,,,
local,belonging or relating to a particular area or neighborhood, typically exclusively so,,,,,,,,,,
locks,fasten or secure (something) with a lock,,,,,,,,,,,
lodge,a small house at the gates of a park or in the grounds of a large house, occupied by a gatekeeper, gardener, or other employee,,,,,,,,
logic,reasoning conducted or assessed according to strict principles of validity,,,,,,,,,,,
logos,theology. the Word of God, or principle of divine reason and creative order, identified in the Gospel of John with the second person of the Trinity incarnate in Jesus Christ,,,,,,,,,
looks,have an appearance that is attractive or pleasing in a particular way,,,,,,,,,,,
loops,a shape produced by a curve that bends around and crosses itself,,,,,,,,,,,
loose,not firmly or tightly fixed in place; detached or able to be detached,,,,,,,,,,,
lords,someone or something having power, authority, or influence; a master or ruler,,,,,,,,,
loses,be deprived of or cease to have or retain (something),,,,,,,,,,,
loved,feel deep affection or sexual love for (someone),,,,,,,,,,,
lover,a person who loves or is loved, especially a person who has a sexual or romantic relationship with someone,,,,,,,,,,
loves,feel a deep romantic or sexual attachment to (someone),,,,,,,,,,,
lower,moved or placed further down,,,,,,,,,,,
loyal,giving or showing firm and constant support or allegiance to a person or institution,,,,,,,,,,,
lucky,having, bringing, or resulting from good luck,,,,,,,,,
lunar,relating to the moon,,,,,,,,,,,
lunch,a meal eaten in the middle of the day, typically one that is lighter or less formal than an evening meal,,,,,,,,,,
lungs,each of the pair of organs situated within the rib cage, consisting of elastic sacs with branching passages into which air is drawn, so that oxygen can pass into the blood and carbon dioxide be removed,,,,,,,,,
lying,(of a person or animal) situated in a horizontal position or direction; not vertical,,,,,,,,,,,
macro,a single instruction that expands automatically into a set of instructions to perform a particular task,,,,,,,,,,,
magic,the power of apparently influencing events by using mysterious or supernatural forces,,,,,,,,,,,
major,important, serious, or significant,,,,,,,,,
maker,a person or thing that makes or produces something,,,,,,,,,,,
makes,form (something) by putting parts together or combining substances; create,,,,,,,,,,,
males,individuals of the sex that is typically associated with (biologically or physiologically) producing sperm, which are smaller and usually motile,,,,,,,,,,
maple,a tree or shrub with lobed leaves, winged fruits, and colorful autumn foliage, grown as an ornamental or for its timber or syrupy sap,,,,,,,,
march,walk steadily and rhythmically forward in step with others,,,,,,,,,,,
marks,a small area on a surface having a different color from its surroundings, typically one caused by damage or dirt,,,,,,,,,,
marry,take (someone) as a spouse in marriage,,,,,,,,,,,
masks,a covering for all or part of the face, worn as a disguise, for protection, or for medical purposes,,,,,,,,
match,a contest in which people or teams compete against each other in a particular sport,,,,,,,,,,,
mates,a partner in marriage,,,,,,,,,,,
maths,mathematics,,,,,,,,,,,
matte,having a dull, lusterless surface,,,,,,,,,,
maybe,perhaps,,,,,,,,,,,
mayor,the elected head of a city, town, or other municipality,,,,,,,,,
meals,any of the regular occasions in a day when a reasonably large amount of food is eaten, such as breakfast, lunch, or dinner,,,,,,,,
means,an action or system by which a result is brought about; a method,,,,,,,,,,,
meant,intend to convey, indicate, or refer to (a particular thing or notion); signify,,,,,,,,,
meats,the flesh of an animal, typically a mammal or bird, as food,,,,,,,,,
medal,a metal disk with an inscription or design, made to commemorate an event or awarded as a distinction to someone such as a soldier, athlete, or scholar,,,,,,,,
media,the main means of mass communication (broadcasting, publishing, and the internet) regarded collectively,,,,,,,,,
meets,arrange or happen to come into the presence or company of (someone),,,,,,,,,,,
melee,a confused fight, skirmish, or scuffle,,,,,,,,,
menus,a list of dishes available in a restaurant,,,,,,,,,,,
mercy,compassion or forgiveness shown toward someone whom it is within one's power to punish or harm,,,,,,,,,,,
merge,combine or cause to combine to form a single entity,,,,,,,,,,,
merit,the quality of being particularly good or worthy, especially so as to deserve praise or reward,,,,,,,,,,
merry,cheerful and lively,,,,,,,,,,,
messy,untidy or dirty,,,,,,,,,,,
metal,a solid material that is typically hard, shiny, malleable, fusible, and ductile, with good electrical and thermal conductivity (e.g., iron, gold, silver, copper, and aluminum, and alloys such as brass and steel)
meter,the SI base unit of length (equivalent to approximately 39.37 inches), first introduced as a unit of length in the metric system,,,,,,,,,,
